asset,exchange,published_at,source,text,positive_probability,neutral_probability,negative_probability,sentiment_score
RELIANCE,gdelt:businesstimes.com.sg,2026-07-10 08:15:00+00:00,gdelt:businesstimes.com.sg,A tale of two Chinas,0.07447385042905807,0.8840794563293457,0.041446708142757416,0.03302714228630066
RELIANCE,gdelt:en.people.cn,2026-07-10 09:15:00+00:00,gdelt:en.people.cn,Scientists vow quicker path to applications - People Daily Online,0.11113453656435013,0.8752106428146362,0.013654809445142746,0.09747972711920738
RELIANCE,gdelt:sbctv.gr,2026-07-10 10:45:00+00:00,gdelt:sbctv.gr,"Κίνα μπλοκάρει προσωρινά τις εξαγωγές ηλίου , ανησυχία για εφοδιασμό",0.09759064763784409,0.8820626139640808,0.020346660166978836,0.07724398747086525
RELIANCE,gdelt:civilserviceworld.com,2026-07-10 10:45:00+00:00,gdelt:civilserviceworld.com,DWP teams win award for work to improve poverty and incomes stats,0.905314028263092,0.07683084160089493,0.017855163663625717,0.8874588645994663
RELIANCE,gdelt:unitaid.eu,2026-07-10 11:00:00+00:00,gdelt:unitaid.eu,Exploring Career Opportunities In KeloLand : A Comprehensive Guide,0.08184784650802612,0.9041609168052673,0.013991189189255238,0.06785665731877089
RELIANCE,gdelt:freepressjournal.in,2026-07-10 11:15:00+00:00,gdelt:freepressjournal.in,"Sensex Jumps 828 Points To 77 , 569 , Nifty Climbs 244 Points To Close Above 24 , 200 As Broad - Based Buying Lifts Markets",0.9055759310722351,0.04965813085436821,0.044766031205654144,0.860809899866581
RELIANCE,gdelt:orissapost.com,2026-07-10 11:15:00+00:00,gdelt:orissapost.com,Markets rally for 2nd day ; Sensex jumps over 800 points,0.8046977519989014,0.11652208864688873,0.0787801593542099,0.7259175926446915
RELIANCE,gdelt:vietnamnews.vn,2026-07-10 12:30:00+00:00,gdelt:vietnamnews.vn,Tech ambitions hinge on institutional success,0.12787652015686035,0.8404026031494141,0.031720876693725586,0.09615564346313477
RELIANCE,gdelt:euronews.com,2026-07-10 12:30:00+00:00,gdelt:euronews.com,From AI to greenlash : How is climate disinformation evolving ?,0.04137762635946274,0.9219740033149719,0.036648400127887726,0.004729226231575012
RELIANCE,gdelt:moneycontrol.com,2026-07-10 12:30:00+00:00,gdelt:moneycontrol.com,"Taking Stock : Recovery extends for second day ; Nifty tops 24 , 200 , Sensex jumps 828 pts",0.8164469599723816,0.11936189234256744,0.06419112533330917,0.7522558346390724
RELIANCE,gdelt:nobat.com,2026-07-10 12:45:00+00:00,gdelt:nobat.com,જામનગર જિલ્લાના કાનાલુસમાં બે હજારની ક્ષમતા સાથેની ગ્રામ સમાજવાડીનું ખાતમુહૂર્ત,0.06654239445924759,0.8865028619766235,0.0469546765089035,0.019587717950344086
RELIANCE,gdelt:finanznachrichten.de,2026-07-10 13:00:00+00:00,gdelt:finanznachrichten.de,Largo Inc .: Largo Announces Receipt of Nasdaq Notification Regarding Minimum Bid Price Deficiency,0.07116148620843887,0.7771269083023071,0.15171153843402863,-0.08055005222558975
RELIANCE,gdelt:manilatimes.net,2026-07-10 13:00:00+00:00,gdelt:manilatimes.net,"Wrap Technologies Inc . ( NASDAQ : WRAP ) Enters Strategic Transaction , Acquires US and NATO Distribution Rights to Physics - Based Sensing Tech",0.2704882025718689,0.7217575311660767,0.007754320278763771,0.2627338822931051
RELIANCE,gdelt:nakedcapitalism.com,2026-07-10 13:15:00+00:00,gdelt:nakedcapitalism.com,Europe Gathering Backlash Against Palantir Hits NATO Resistance,0.03885876387357712,0.09010987728834152,0.8710312843322754,-0.8321725204586983
RELIANCE,gdelt:hindi.moneycontrol.com,2026-07-10 13:15:00+00:00,gdelt:hindi.moneycontrol.com,"Market Outlook : बाजार में लगातार दूसरे दिन दिखी तेजी , जानिए 13 जुलाई को कैसी रह सकती है सेंसेक्स - निफ्टी की चाल",0.07541849464178085,0.9041683077812195,0.020413177087903023,0.05500531755387783
RELIANCE,gdelt:thestarphoenix.com,2026-07-10 13:15:00+00:00,gdelt:thestarphoenix.com,A Past - Producing Nevada Tungsten Mine Just Lit Up in Soil - and Western Star Is Already Expanding the Hunt,0.3240376114845276,0.6667967438697815,0.009165618568658829,0.31487199291586876
RELIANCE,gdelt:thezimbabwemail.com,2026-07-10 14:15:00+00:00,gdelt:thezimbabwemail.com,How moving from single - use to reusable packaging protects firms from geopolitical turmoil - The Zimbabwe Mail How moving from single - use to reusable packaging protects firms from geopolitical turmoil | Zimbabwe News,0.19183477759361267,0.7874423861503601,0.02072278782725334,0.17111198976635933
RELIANCE,gdelt:moneycontrol.com,2026-07-10 14:15:00+00:00,gdelt:moneycontrol.com,Sovereignty by design : Industry applauds Gujarat new data centre policy and subsidies,0.7814445495605469,0.20768702030181885,0.010868415236473083,0.7705761343240738
RELIANCE,gdelt:zerohedge.com,2026-07-10 14:15:00+00:00,gdelt:zerohedge.com,Futures Flat As Traders Brace For Weekend Iran Escalation,0.06212921440601349,0.13763795793056488,0.8002328872680664,-0.7381036728620529
RELIANCE,gdelt:vaartha.com,2026-07-10 15:15:00+00:00,gdelt:vaartha.com,Stock Market : షేర్‌ మార్కెట్‌లో జోరు .. 827 పాయింట్లు లాభపడ్డ,0.02588668465614319,0.9355030059814453,0.03861025348305702,-0.012723568826913834
RELIANCE,gdelt:globaltimes.cn,2026-07-10 17:30:00+00:00,gdelt:globaltimes.cn,US - India relations : Strategic clarity amid waning enthusiasm,0.9384732842445374,0.043290842324495316,0.018235865980386734,0.9202374182641506
RELIANCE,gdelt:jdsupra.com,2026-07-10 17:45:00+00:00,gdelt:jdsupra.com,US Legal Updates for Japanese Companies from the First Half of 2026 | Hughes Hubbard & Reed LLP,0.025307834148406982,0.9121049046516418,0.06258724629878998,-0.037279412150382996
RELIANCE,gdelt:indiainfoline.com,2026-07-10 17:45:00+00:00,gdelt:indiainfoline.com,"Closing Bell : Sensex Surges Over 825 Points , Nifty Reclaims 24 , 200 as TCS - Led IT Rally , Lower Crude Prices and Positive Global Cues Lift Markets",0.9163127541542053,0.0320984311401844,0.051588818430900574,0.8647239357233047
RELIANCE,gdelt:economictimes.indiatimes.com,2026-07-10 18:00:00+00:00,gdelt:economictimes.indiatimes.com,Indigenous stealth frigate Mahendragiri set for Navy commissioning,0.18379566073417664,0.8033156394958496,0.012888731434941292,0.17090692929923534
RELIANCE,gdelt:lbc.co.uk,2026-07-10 18:45:00+00:00,gdelt:lbc.co.uk,Andy Burnham open - minded over approval of more oil and gas licences in the North Sea in a bid to help reindustrialise Britain,0.7834420204162598,0.1867494434118271,0.02980850078165531,0.7536335196346045
RELIANCE,gdelt:philstar.com,2026-07-10 19:15:00+00:00,gdelt:philstar.com,RCBC backs Yuchengco BESS project in Capiz,0.07935436815023422,0.9096242189407349,0.011021473444998264,0.06833289470523596
RELIANCE,gdelt:unitaid.eu,2026-07-10 19:30:00+00:00,gdelt:unitaid.eu,Understanding 24 - Hour Booking : Convenience And Flexibility In Modern Services,0.23878410458564758,0.751735270023346,0.00948060117661953,0.22930350340902805
RELIANCE,gdelt:dw.com,2026-07-10 19:45:00+00:00,gdelt:dw.com,چرا آمریکا پل راه‌آهن آق‌قلا را هدف قرار داد ؟,0.10412788391113281,0.8691614866256714,0.02671055868268013,0.07741732522845268
RELIANCE,gdelt:theindianawaaz.com,2026-07-10 21:15:00+00:00,gdelt:theindianawaaz.com,"July 10 : Markets Rally Over 1 %; Nifty Reclaims 24 , 200 on IT , Banking Strength – The Indian Awaaz",0.9260010123252869,0.04014537110924721,0.033853694796562195,0.8921473175287247
RELIANCE,gdelt:manilatimes.net,2026-07-10 21:15:00+00:00,gdelt:manilatimes.net,MDWerks Appoints Jeff Hopmayer to Board of Directors as Molecular Targeting Technology Platform Expands Across Industrial Markets,0.14361509680747986,0.8433648943901062,0.013020017184317112,0.13059507962316275
RELIANCE,gdelt:hindi.business-standard.com,2026-07-10 21:30:00+00:00,gdelt:hindi.business-standard.com,"Indian stock market weekly wrap : शेयर बाजार में हफ्ते भर मची रही हलचल , रिलायंस और बैंकिंग शेयरों की दम पर आखिरी दिन हुई चौतरफा रिकवरी - indian stock market snaps weekly winning streak amid global tensions",0.6170194745063782,0.11977875977754593,0.2632018029689789,0.3538176715373993
RELIANCE,gdelt:manilatimes.net,2026-07-10 23:15:00+00:00,gdelt:manilatimes.net,FOBI AI Inc . Announces Revocation of Failure to File Cease Trade Order,0.016745032742619514,0.15052077174186707,0.832734227180481,-0.8159891944378614
RELIANCE,marketaux:timesofindia.indiatimes.com,2026-07-12 16:07:55+00:00,marketaux:timesofindia.indiatimes.com,"India Business News: NEW DELHI: Despite a weak week for benchmark indices, four of India's 10 most-valued companies added nearly Rs 93,000 crore to their combined market c.

HDFC Bank and Bharti Airtel emerged as the biggest gainers among India's top-10 most-valued firms

Performance of four gainers

HDFC Bank emerged as the biggest...",0.9413111209869385,0.026127196848392487,0.03256169334053993,0.9087494276463985
RELIANCE,gdelt:thisdaylive.com,2026-07-13 02:15:00+00:00,gdelt:thisdaylive.com,Kale : Geopolitical Shifts Offer Nigeria Historic Opportunity to Lead Africa Industrialisation – THISDAYLIVE,0.8759306073188782,0.11461526155471802,0.009454051963984966,0.8664765553548932
RELIANCE,gdelt:tarunmitra.in,2026-07-13 02:15:00+00:00,gdelt:tarunmitra.in,भारत ने रूस से खरीदा रिकॉर्ड 4 . 5 अरब यूरो का कच्चा तेल,0.0883110836148262,0.8915863633155823,0.020102528855204582,0.06820855475962162
RELIANCE,gdelt:davaotoday.com,2026-07-13 04:45:00+00:00,gdelt:davaotoday.com,IBON : PH economic model keeping millions of Filipinos poor,0.2419852912425995,0.7437900900840759,0.014224648475646973,0.22776064276695251
RELIANCE,gdelt:leadership.ng,2026-07-13 05:45:00+00:00,gdelt:leadership.ng,Africa Yawning Energy Gap Closing With Dangote Pan - African Refining Expansion,0.7521603107452393,0.13259285688400269,0.11524688452482224,0.636913426220417
RELIANCE,gdelt:organiser.org,2026-07-13 06:15:00+00:00,gdelt:organiser.org,PM Modi global diplomacy highlights Xi Jinping absence,0.09131862968206406,0.8914744853973389,0.01720689795911312,0.07411173172295094
RELIANCE,gdelt:economictimes.indiatimes.com,2026-07-13 06:15:00+00:00,gdelt:economictimes.indiatimes.com,"Goldman Sachs pegs Nifty target at 26 , 500 by June 2027 ; lists 15 stocks from key themes",0.07646485418081284,0.8986935615539551,0.02484152652323246,0.051623327657580376
RELIANCE,gdelt:thehindubusinessline.com,2026-07-13 07:45:00+00:00,gdelt:thehindubusinessline.com,"Q1 Results 13th July Live : HCL Tech shares jump ahead of results , ICICI Prudential AMC , Nuvoco Vistas Corporation , Bajaj Consumer Care , Khaitan Chemicals to announce Q1 results , Krishana Phoschem Q1 profit dips",0.020730238407850266,0.021836604923009872,0.9574331641197205,-0.9367029257118702
RELIANCE,gdelt:livemint.com,2026-07-13 07:45:00+00:00,gdelt:livemint.com,"ICICI Prudential Large Cap Fund portfolio : 3 new stocks added , GAIL among 4 exits in June",0.7707721590995789,0.20917865633964539,0.0200492050498724,0.7507229540497065
RELIANCE,gdelt:prnewswire.com,2026-07-13 07:45:00+00:00,gdelt:prnewswire.com,"Rock Tech Lithium Awarded $262 , 500 from Ontario Critical Minerals Innovation Fund to Advance Made - in - Ontario Lithium Supply Chain",0.9248899817466736,0.0659523457288742,0.009157663211226463,0.9157323185354471
RELIANCE,gdelt:moneycontrol.com,2026-07-13 08:15:00+00:00,gdelt:moneycontrol.com,Devson Catalyst SME IPO subscribed over 78x on Day 3 so far ; GMP surges to 38 %,0.935392439365387,0.04110682010650635,0.02350080944597721,0.9118916299194098
RELIANCE,gdelt:fnnews.com,2026-07-13 08:15:00+00:00,gdelt:fnnews.com,AI 주권  시대 ... K - AI 생태계 구축 전략 시급,0.04498826339840889,0.9313332438468933,0.023678459227085114,0.021309804171323776
RELIANCE,gdelt:unitaid.eu,2026-07-13 08:30:00+00:00,gdelt:unitaid.eu,Exploring Metro Nashville Jobs Openings : Your Guide To Careers In Music City Public Sector,0.042893629521131516,0.9124211072921753,0.04468531906604767,-0.001791689544916153
RELIANCE,gdelt:mining.com,2026-07-13 08:45:00+00:00,gdelt:mining.com,Press Release,0.0296334158629179,0.9052643775939941,0.06510216742753983,-0.035468751564621925
RELIANCE,gdelt:geeky-gadgets.com,2026-07-13 08:45:00+00:00,gdelt:geeky-gadgets.com,XREAL Aura Hands - on : Testing the Hybrid AR / VR Headset,0.09732627123594284,0.8914133906364441,0.011260335333645344,0.0860659359022975
RELIANCE,gdelt:stockhouse.com,2026-07-13 09:45:00+00:00,gdelt:stockhouse.com,2026 - 07 - 13 | Myriad Uranium Provides Update on Process to Close Acquisition of Rush Rare Metals : Rush Information Circular Has Been Filed and Meeting Date Set | CSE : M,0.032528385519981384,0.9483597278594971,0.019111908972263336,0.013416476547718048
RELIANCE,gdelt:sunlive.co.nz,2026-07-13 09:45:00+00:00,gdelt:sunlive.co.nz,SunLive - Hopes forestry bio hub bid would bring jobs - The Bay News First,0.3834574520587921,0.5966982245445251,0.01984429359436035,0.36361315846443176
RELIANCE,gdelt:countercurrents.org,2026-07-13 10:45:00+00:00,gdelt:countercurrents.org,Google - Raiden - Adani Data Centres in Vizag involve extensive environmental damage and gross human rights violations,0.024612216278910637,0.3710777759552002,0.6043099761009216,-0.579697759822011
RELIANCE,gdelt:ibtimes.co.uk,2026-07-13 10:45:00+00:00,gdelt:ibtimes.co.uk,Small - Cap Stocks Are Beating the S & P 500 by the Widest Margin Since 2003 : Is This Vanguard ETF the Top Choice ?,0.2332395762205124,0.7341909408569336,0.032569512724876404,0.200670063495636
RELIANCE,gdelt:theepochtimes.com,2026-07-13 10:45:00+00:00,gdelt:theepochtimes.com,China Helium Export Ban Raises New Risks for Global Supply Chains,0.032100263983011246,0.05073859542608261,0.9171611666679382,-0.885060902684927
RELIANCE,gdelt:portal.sina.com.hk,2026-07-13 11:00:00+00:00,gdelt:portal.sina.com.hk,Compass Diversified Announces Amendments to Management Services Agreement Reducing Management Costs and Further Strengthening Shareholder Alignment,0.9519236087799072,0.030801009386777878,0.017275312915444374,0.9346482958644629
RELIANCE,gdelt:brazilsun.com,2026-07-13 11:00:00+00:00,gdelt:brazilsun.com,Column : How China sci - tech strategy is shaping global development,0.07369434833526611,0.9104371070861816,0.015868540853261948,0.057825807482004166
RELIANCE,gdelt:24sata.hr,2026-07-13 11:00:00+00:00,gdelt:24sata.hr,AI ratovi : Zašto je potraga za  najboljim  modelom opasna,0.11445634812116623,0.8636745810508728,0.021869029849767685,0.09258731827139854
RELIANCE,gdelt:hindi.business-standard.com,2026-07-13 11:15:00+00:00,gdelt:hindi.business-standard.com,विदेशी निवेशकों की होगी जोरदार वापसी ? ग्लोबल ब्रोकरेज ने बताए टॉप 15 शेयर और सेक्टर - goldman sachs turns bullish on india sees nifty at 26500 by june 2027 banks defence among top bets,0.12845294177532196,0.42686688899993896,0.4446801245212555,-0.31622718274593353
RELIANCE,gdelt:thehindubusinessline.com,2026-07-13 12:15:00+00:00,gdelt:thehindubusinessline.com,"Markets stage comeback amid global sell - off , IT earnings boost",0.9154018759727478,0.05537962540984154,0.029218463227152824,0.886183412745595
RELIANCE,gdelt:forbes.com,2026-07-13 12:45:00+00:00,gdelt:forbes.com,​Fine ‑ Tuned SLMs : A New Operating Model For Enterprise AI,0.2246202826499939,0.7674707770347595,0.007909012027084827,0.21671127062290907
RELIANCE,gdelt:whp580.iheart.com,2026-07-13 12:45:00+00:00,gdelt:whp580.iheart.com,Shapiro Signs $50 . 8 Billion Pennsylvania Budget,0.2648794949054718,0.7158419489860535,0.01927858032286167,0.24560091458261013
RELIANCE,gdelt:montrealgazette.com,2026-07-13 13:15:00+00:00,gdelt:montrealgazette.com,AI Infrastructure Boom Drives Taiwan Suppliers Toward U . S . Manufacturing Expansion,0.5801960825920105,0.09419076889753342,0.3256131708621979,0.2545829117298126
RELIANCE,gdelt:manilatimes.net,2026-07-13 13:30:00+00:00,gdelt:manilatimes.net,NEXBOARD™ Demonstrates Exceptional Properties in Independent Third - Party Testing,0.893043041229248,0.09883098304271698,0.008125950582325459,0.8849170906469226
RELIANCE,gdelt:geeky-gadgets.com,2026-07-13 13:30:00+00:00,gdelt:geeky-gadgets.com,"Microsoft Copilot Cowork Review : Great Features , High Cost",0.8530933856964111,0.13729801774024963,0.009608638472855091,0.843484747223556
RELIANCE,gdelt:finanznachrichten.de,2026-07-13 15:15:00+00:00,gdelt:finanznachrichten.de,"Mordor Intelligence Private Limited : Acidity Regulators Market to Hit $14 . 22 Billion by 2031 , Driven by Food Safety Compliance & Clean - Label Reformulation",0.9204863905906677,0.06883706152439117,0.010676509700715542,0.9098098808899522
RELIANCE,gdelt:economictimes.indiatimes.com,2026-07-13 15:45:00+00:00,gdelt:economictimes.indiatimes.com,Sunil Singhania - backed Abakkus Flexi Cap Fund exits 3 Vedanta group companies after demerger . Check complete list,0.026021519675850868,0.9405218958854675,0.033456526696681976,-0.007435007020831108
RELIANCE,gdelt:hindi.business-standard.com,2026-07-13 15:45:00+00:00,gdelt:hindi.business-standard.com,"Jio Platforms IPO : Jio IPO से पहले बड़ा बदलाव ! किरण थॉमस की जगह पंकज पवार बने CEO , जानिए क्या है पूरा मामला - jio ipo pankaj pawar replaces kiran thomas as ceo ahead of public issue",0.0227963924407959,0.8781273365020752,0.09907624125480652,-0.07627984881401062
RELIANCE,gdelt:prnewswire.com,2026-07-13 16:00:00+00:00,gdelt:prnewswire.com,CREFC 2Q 2026 BOG Sentiment Index Steadies Near Baseline as CRE Finance Sentiment Moves from Shock to Caution,0.702959418296814,0.03858811780810356,0.258452445268631,0.444506973028183
RELIANCE,gdelt:sci-tech-today.com,2026-07-13 16:30:00+00:00,gdelt:sci-tech-today.com,"SMS Marketing By Market , Industry And Demographics ( 2026 )",0.023333601653575897,0.9412814378738403,0.035384900867938995,-0.012051299214363098
RELIANCE,gdelt:mondaq.com,2026-07-13 16:30:00+00:00,gdelt:mondaq.com,"Tariffs , Turmoil And Tax Refunds : Turning Uncle Sam IOU Into Cash In Bankruptcy , - Insolvency / Bankruptcy",0.023470601066946983,0.48877575993537903,0.48775362968444824,-0.46428302861750126
RELIANCE,gdelt:sci-tech-today.com,2026-07-13 16:30:00+00:00,gdelt:sci-tech-today.com,Glassdoor Statistics By Industry And Demographics ( 2026 ),0.023625386878848076,0.9062834978103638,0.07009110599756241,-0.04646571911871433
RELIANCE,gdelt:933thedrive.com,2026-07-13 16:45:00+00:00,gdelt:933thedrive.com,Bosch begins sample production at its first US semiconductor plant,0.13177503645420074,0.8553901314735413,0.012834841385483742,0.118940195068717
RELIANCE,gdelt:hawaiitelegraph.com,2026-07-13 17:00:00+00:00,gdelt:hawaiitelegraph.com,Olenox Industries Completes Acquisition of PsyLinks Neurotech Corp . to Expand its Applied Intelligence Capabilities,0.9126390218734741,0.07815757393836975,0.009203408844769001,0.9034356130287051
RELIANCE,marketaux:livemint.com,2026-07-13 17:13:45+00:00,marketaux:livemint.com,"Jio Platforms has replaced Kiran Thomas as chief executive officer with Pankaj Pawar ahead of its planned initial public offering, according to the company's draft IPO papers.

New Delhi, Jul 13 (PTI) Jio Platforms has replaced Kiran Thomas as chief executive officer with Pankaj Pawar ahead of its planned initial public offering, accor...",0.027032077312469482,0.7893215417861938,0.1836463063955307,-0.15661422908306122
RELIANCE,gdelt:adn.com,2026-07-13 17:15:00+00:00,gdelt:adn.com,Trump sons invest heavily in defense tech as father administration pours money in,0.24613100290298462,0.742680549621582,0.01118843350559473,0.2349425693973899
RELIANCE,gdelt:gcaptain.com,2026-07-13 17:30:00+00:00,gdelt:gcaptain.com,EU Paid Nearly €6 Billion for Russian Arctic LNG in First Half of 2026 Despite Phase - Out Plan,0.7956236004829407,0.1891310065984726,0.01524537242949009,0.7803782280534506
RELIANCE,gdelt:thenextweb.com,2026-07-13 18:00:00+00:00,gdelt:thenextweb.com,Decoupling from China would cost the West $23 . 6tn,0.0221110787242651,0.10217362642288208,0.8757152557373047,-0.8536041770130396
RELIANCE,gdelt:cbc.ca,2026-07-13 18:15:00+00:00,gdelt:cbc.ca,Lithium - processing research in Northwestern Ontario gets 260K funding injection from the province,0.9289854764938354,0.05882028490304947,0.012194228358566761,0.9167912481352687
RELIANCE,gdelt:theconversation.com,2026-07-13 18:15:00+00:00,gdelt:theconversation.com,"Climate disclosure gives Canadian companies an edge with European investors , new research shows",0.6775051355361938,0.31236475706100464,0.010130069218575954,0.6673750663176179
RELIANCE,gdelt:news.uga.edu,2026-07-13 18:30:00+00:00,gdelt:news.uga.edu,Seven UGA faculty and administrators earn Fulbright awards for 2026 - 2027,0.6870682239532471,0.2836626470088959,0.02926919236779213,0.6577990315854549
RELIANCE,gdelt:finanznachrichten.de,2026-07-13 18:30:00+00:00,gdelt:finanznachrichten.de,IBC Advanced Alloys Corp .: IBC Announces Share - Based Compensation to Directors,0.06045698747038841,0.4586363136768341,0.48090660572052,-0.4204496182501316
RELIANCE,gdelt:theuknews.com,2026-07-13 18:45:00+00:00,gdelt:theuknews.com,R|Elan Circular Design Challenge 2026 : united kingdom jury selects Farouk Braimoh RWRK STUDIO as finalist,0.6111792922019958,0.37673139572143555,0.012089266441762447,0.5990900257602334
RELIANCE,gdelt:ug.edu.gh,2026-07-13 18:45:00+00:00,gdelt:ug.edu.gh,"AI Must Serve Ghana Development rather than Deepen Digital Dependence , Prof . Isaac Wiafe Argues",0.20683681964874268,0.7837477922439575,0.009415378794074059,0.19742144085466862
